25,cen,-0.177598,-0.479069
26,dmn,-0.314317,1.279558
27,cen,-0.1446,-0.682894
28,cen,-0.233194,-0.545086
29,cen,-0.284879,-0.487204
30,dmn,-0.34899,1.610924
31,dmn,-0.203175,1.624185
32,cen,0.076638,-0.426947
33,cen,0.074483,-0.442924
34,cen,-0.152392,-0.439835
35,cen,-0.042913,-0.447169
36,dmn,-0.266199,1.543604
37,dmn,0.184159,1.603145
38,cen,0.397855,-0.33007
39,cen,0.648286,-0.280432
40,dmn,0.549801,1.64593
41,dmn,0.412237,1.574461
42,dmn,0.345884,1.507787
43,dmn,0.350966,1.470266
44,cen,0.244172,-0.400706
45,cen,-0.079646,-0.305618
46,dmn,-0.002394,1.557912
47,dmn,0.351818,1.41572
48,cen,0.468176,-7.488352
49,dmn,0.55179,0.831447
50,dmn,0.526181,0.786688
51,dmn,0.488667,0.822584
52,dmn,0.204643,2.373075
53,cen,0.386082,-12.901266
54,dmn,0.361366,3.451645
55,dmn,0.385882,3.269597
56,dmn,0.311769,4.335968
57,dmn,0.264724,2.630741
58,cen,0.288793,-4.971046
59,cen,0.149319,-7.013045
60,dmn,0.085787,5.970721
61,cen,-0.110841,-10.547726
62,dmn,-0.023535,8.406327
63,dmn,-0.101969,8.782838
64,dmn,-0.1442,6.832018
65,dmn,-0.103153,6.315707
66,cen,-0.135041,-13.314743
67,dmn,-0.348898,8.976735
68,dmn,-0.497151,9.250754
69,cen,-0.513575,-14.443319
70,cen,-0.438907,-12.82398
71,cen,-0.360648,-10.81438
72,dmn,-0.258347,18.540493
73,cen,-0.362844,-10.290478
74,cen,-0.196012,-7.994332
75,dmn,-0.240319,25.150581
76,cen,-0.33481,-7.648868
77,dmn,-0.402388,13.072442
78,cen,-0.297171,-21.34537
79,dmn,-0.155971,0.624771
80,dmn,-0.36589,35.200011
81,dmn,-0.340922,33.097428
82,dmn,-0.457596,30.568631
83,cen,-0.178815,-5.246272
84,cen,-0.089684,-3.257018
85,cen,-0.118535,-1.236313
86,dmn,-0.203298,1.835053
87,cen,-0.251689,-16.38245
88,dmn,-0.076395,7.217855
89,cen,-0.16077,-13.129808
90,dmn,-0.191119,12.315189
91,dmn,-0.076468,49.707165
92,dmn,-0.180185,48.270357
93,dmn,-0.297039,46.320551
94,dmn,-0.280486,44.413198
95,dmn,-0.261015,42.351833
