25,dmn,-0.288278,-0.045618
26,dmn,-0.220674,0.059886
27,cen,0.217812,-0.133505
28,cen,0.16909,-0.155256
29,cen,0.557873,-0.018298
30,dmn,-0.319663,-0.237107
31,dmn,-1.098265,-0.332742
32,cen,-0.048785,-0.150841
33,dmn,-0.838817,-0.051687
34,cen,0.345814,-0.243705
35,dmn,-0.104533,-0.042459
36,dmn,-0.124058,-0.030634
37,cen,-0.17772,-0.320293
38,cen,0.251161,0.116841
39,cen,-1.039805,-16.531901
40,dmn,-1.081953,1.842445
41,dmn,-1.026229,0.755865
42,dmn,-0.654583,0.685793
43,dmn,-0.645017,0.623203
44,dmn,-0.26439,0.472375
45,dmn,-1.476793,0.080507
46,dmn,-0.511705,0.370648
47,dmn,-0.933027,0.160342
48,dmn,-1.327143,-0.242519
49,dmn,-0.814765,-0.094619
50,dmn,-0.350271,-0.071844
51,cen,-0.394139,-0.424516
52,cen,-0.34233,-0.783464
53,cen,-0.385984,-0.47152
54,cen,-0.279142,-0.54597
55,cen,-0.618974,-1.087969
56,cen,-0.603334,-0.888631
57,cen,-0.51143,-0.604998
58,cen,-0.908815,-1.028171
59,cen,-0.782759,-1.056419
60,cen,0.111948,-0.994293
61,cen,0.463223,-1.166602
62,cen,-0.444215,-1.451055
63,cen,0.434783,-1.216347
64,cen,-0.03236,-1.087948
65,cen,-0.451092,-1.40741
66,cen,-0.114214,-1.334521
67,cen,-0.053489,-1.043117
68,cen,-0.853472,-1.432345
69,cen,-0.754528,-1.345145
70,cen,-0.229928,-1.139671
71,cen,-0.207318,-1.394485
72,cen,-0.575203,-1.630239
73,cen,0.337158,-1.206676
74,cen,0.238301,-1.02699
75,cen,-0.539227,-1.392392
76,cen,0.704006,-1.174102
77,cen,0.313165,-1.099124
78,cen,1.048252,-1.115765
79,cen,-0.685995,-1.574693
80,cen,0.253097,-1.098335
81,cen,0.222902,-1.152981
82,cen,0.120952,-1.16894
83,cen,-0.229046,-1.706605
84,cen,0.24333,-1.183018
85,cen,-0.679227,-0.971636
86,cen,0.622204,-0.835547
87,cen,0.209584,-1.047547
88,cen,0.543997,-1.101399
89,cen,-0.450015,-0.9888
90,cen,-0.339729,-0.996278
91,cen,0.209843,-1.184485
92,cen,0.55268,-0.807689
93,cen,-0.438641,-1.017602
94,cen,-0.608705,-1.29683
95,cen,-0.657585,-1.043381
96,cen,-0.515277,-0.960536
