25,dmn,0.201812,0.236564
26,dmn,-1.469701,0.109503
27,cen,0.597143,0.15037
28,dmn,-1.661141,0.146421
29,dmn,-1.470296,0.209814
30,dmn,-1.299404,0.193448
31,dmn,-15.365291,0.283208
32,cen,1.079482,0.321796
33,dmn,-0.215649,0.211744
34,dmn,-9.877908,0.351954
35,dmn,0.133126,0.334794
36,dmn,-27.510666,0.308036
37,cen,0.7327,0.146154
38,cen,0.705656,0.309247
39,dmn,0.248873,0.273835
40,dmn,0.082608,0.243824
41,dmn,-0.16195,0.445197
42,dmn,-0.787367,0.442551
43,dmn,0.403665,0.476379
44,dmn,-1.30262,0.338244
45,dmn,-0.721853,0.386874
46,dmn,-2.687417,0.257679
47,dmn,-2.880782,0.228173
48,dmn,-33.636942,0.293567
49,cen,0.796937,0.426027
50,dmn,-1.107617,0.369782
51,dmn,-1.819423,0.529118
52,dmn,-2.565173,0.459567
53,dmn,-2.919174,0.383022
54,dmn,-3.461695,0.291708
55,dmn,-37.323282,0.298992
56,cen,1.793158,0.479609
57,dmn,-0.924652,0.325599
58,dmn,-1.702503,0.394909
59,dmn,-2.43769,0.290166
60,dmn,-2.914686,0.196785
61,dmn,-3.35071,0.065808
62,dmn,-4.541952,0.096596
63,dmn,-4.535268,0.215433
64,dmn,-5.134939,0.241558
65,dmn,-3.791494,0.434641
66,dmn,-5.900297,0.364569
67,dmn,-6.203549,0.395049
68,dmn,-6.459815,0.215045
69,dmn,-6.642583,0.310997
70,dmn,-7.089016,0.156062
71,dmn,-42.474272,0.133774
72,dmn,-2.763851,0.07704
73,dmn,-39.577044,0.063712
74,cen,1.460515,0.063014
75,dmn,-39.915771,0.230911
76,cen,6.049062,0.179184
77,cen,4.59848,0.187063
78,dmn,-39.754911,0.102946
79,cen,10.264574,0.05229
80,cen,8.847461,0.039801
81,cen,6.902464,-0.030535
82,cen,4.211057,0.024817
83,cen,4.671723,-0.055384
84,cen,3.597738,0.005951
85,cen,0.950142,0.143729
86,dmn,-41.100534,0.133375
87,cen,5.297404,0.11962
88,cen,4.548431,0.255249
89,dmn,-41.094033,0.256855
90,cen,8.042224,0.110119
91,cen,8.320609,0.28714
92,cen,5.59932,0.209773
93,cen,6.140836,0.2307
94,dmn,-41.828888,0.207025
95,dmn,-39.011451,0.290605
96,dmn,-36.134672,0.126194
97,dmn,-31.038452,0.130208
98,dmn,-29.714149,-0.003205
99,dmn,-25.196064,0.056144
100,dmn,-23.861353,-0.104477
101,dmn,-19.382216,0.182143
102,dmn,-18.278642,0.035269
103,dmn,-13.775116,0.053554
104,cen,39.602401,0.130456
105,cen,37.300979,0.107575
106,cen,35.663559,-0.002549
107,dmn,-20.358213,-0.104699
